Contaminantes al AGUA de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad másica por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad masica KG/Año
2008;B62381439;RECTICEL IBERICA;0100002517;RECTICEL IBÉRICA, S.L.;Legutiano;Agua;030700;DQO;(null);348,672
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;020132;ZINC Y SUS COMPUESTOS;24;53,94
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;030800;DBO5;(null);5443,3
2008;B01002971;COMPAÑIA DE BEBIDAS PEPSICO;0100002258;COMPAÑIA DE BEBIDAS PEPSICO S.L.;Zigoitia;Agua;021500;SULFATOS;(null);0
2008;B01225325;ECN CABLE GROUP;0100002259;ECN CABLE GROUP;Vitoria-Gasteiz;Agua;022400;ACEITES Y GRASAS;(null);6,943872
2008;B01225325;ECN CABLE GROUP;0100002259;ECN CABLE GROUP;Vitoria-Gasteiz;Agua;021400;NITRATOS;(null);6,605571
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;020112;HIERRO;(null);43,68672
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;031000;SOLIDOS EN SUSPENSION;(null);860,4288
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;020104;BARIO;(null);0
2008;A01008309;INDUSTRIAS DIMO;0100002284;INDUSTRIAS DIMO, S.A.;Vitoria-Gasteiz;Agua;020118;SELENIO;(null);0
2008;A50010263;ARAGONESA DE PIENSOS;0100002301;ARAGONESA DE PIENSOS S.A.;Berantevilla;Agua;030800;DBO5;(null);1283,73
2008;A20003570;MICHELIN ESPAÑA PORTUGAL;0100002478;MICHELIN ESPAÑA PORTUGAL-FABRICA DE VITORIA;Vitoria-Gasteiz;Agua;020600;COMPUESTOS INORGANICOS DE FOSFORO Y FOSFORO ELEMENTAL;(null);0
2008;A20026753;MOMENTIVE SPECIALTY CHEMICALS IBERICA;0100002482;MOMENTIVE SPECIALTY CHEMICALS IBERICA LANTARON;Lantarón;Agua;022100;NITRÓGENO TOTAL;12;429
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;030800;DBO5;(null);11,7
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;031000;SOLIDOS EN SUSPENSION;(null);7,02
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;010801;BENCENO (COMO BTEX);62;0
2008;A01001940;PIROTECNIA LECEA;0100001356;PIROTECNIA LECEA S.A.;Barrundia;Agua;022200;FÓSFORO TOTAL;13;1,44
2008;B01292903;SIDENOR INDUSTRIAL;0100002541;SIDENOR INDUSTRIAL FABRICA DE VITORIA-GASTEIZ;Vitoria-Gasteiz;Agua;021000;CIANUROS;82;3,08
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002640;RECUBRIMIENTOS GASTEIZ, 1;Vitoria-Gasteiz;Agua;022100;NITRÓGENO TOTAL;12;0
2008;B01197052;RECUBRIMIENTOS GASTEIZ;0100002640;RECUBRIMIENTOS GASTEIZ, 1;Vitoria-Gasteiz;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;020127;CROMO Y SUS COMPUESTOS;19;4,9375
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;022200;FÓSFORO TOTAL;13;98,75
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;022100;NITRÓGENO TOTAL;12;26250
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;021100;CLORUROS;79;47437,5
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;021801;AMONIACO;(null);31375
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100002702;Vertedero de Gardelegui;Vitoria-Gasteiz;Agua;021600;SULFITOS;(null);462,5
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;021100;CLORUROS;79;1776
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;031000;SOLIDOS EN SUSPENSION;(null);595,47
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;0
2008;A01010958;ACERIA DE ALAVA,;0100003661;ACERÍA DE ÁLAVA, S.A.;Amurrio;Agua;011002;NAFTALENO;68;0,00007104
2008;B01159565;JEZ SISTEMAS FERROVIARIOS;0100005329;JEZ SISTEMAS FERROVIARIOS, S.L.;Laudio/Llodio;Agua;020112;HIERRO;(null);0,4971
2008;A01352368;NOVACERO;0100006172;NOVACERO SAL;Vitoria-Gasteiz;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0,49
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;030800;DBO5;(null);661,33
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;020110;CROMO;(null);0,125
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,035
2008;A01061373;AMURRIO FERROCARRIL Y EQUIPOS;0100006390;AMURRIO FERROCARRIL Y EQUIPOS S.A.;Amurrio;Agua;011100;CLOROALCANOS (C10-C13);31;5,01
2008;A79380465;MERCEDES-BENZ ESPAÑA;0100002539;MERCEDES-BENZ ESPAÑA, S.A.;Vitoria-Gasteiz;Agua;021100;CLORUROS;79;163632,66
2008;A01169523;DEKITRA;0100002521;DEKITRA;Lantarón;Agua;021100;CLORUROS;79;219238,8
2008;A01169523;DEKITRA;0100002521;DEKITRA;Lantarón;Agua;022400;ACEITES Y GRASAS;(null);616,6
2008;A01169523;DEKITRA;0100002521;DEKITRA;Lantarón;Agua;031000;SOLIDOS EN SUSPENSION;(null);927,2
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;010123;PENTACLOROBENCENO;48;1,63
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;587697,05
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;020128;COBRE Y SUS COMPUESTOS;20;408,12
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;021300;FLUORUROS;83;15998,42
2008;P0106800F;AYUNTAMIENTO DE VITORIA-GASTEIZ;0100012821;EDAR DE CRISPIJANA;Vitoria-Gasteiz;Agua;030800;DBO5;(null);228548,85
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;020126;POTASIO;(null);29,74
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;0,0086
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;3,61
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;Agua;021000;CIANUROS;82;0
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;021200;FENOLES;71;0,017
2008;B48483465;ELMET;4800002865;ELMET;Berango;Agua;021500;SULFATOS;(null);151,63
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;1503,36
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;0,073413
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Agua;021200;FENOLES;71;0,34208
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Agua;010131;PCDD + PCDF;47;0,00000003
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,07059
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Agua;021300;FLUORUROS;83;0
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;0
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Agua;020132;ZINC Y SUS COMPUESTOS;24;25,983
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Agua;021000;CIANUROS;82;12,075
2008;B01254689;NUBIOLA PIGMENTOS;0100000234;NUBIOLA PIGMENTOS, S.L.;Laudio/Llodio;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;794,2
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Agua;020800;HIDROCARBUROS DE ORIGEN PETROLIFERO NO PERSISTENTES;(null);1,56
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Agua;020109;COBRE;(null);0,006
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Agua;021200;FENOLES;71;0,43
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;Agua;030700;DQO;(null);9479,53
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Agua;020110;CROMO;(null);0
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Agua;020117;PLOMO;(null);0
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Agua;030900;MATERIAS SEDIMENTABLES;(null);0
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;010300;COMPUESTOS ORGANICOS DE ESTAÑO;69;0,12
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;020124;CALCIO;(null);65,02
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,16
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;020132;ZINC Y SUS COMPUESTOS;24;11,79
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;030700;DQO;(null);1286,59
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;Agua;031000;SOLIDOS EN SUSPENSION;(null);17543
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;021801;AMONIACO;(null);3559,74
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;020400;DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL;(null);53,88
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;030700;DQO;(null);40357,08
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;020112;HIERRO;(null);21,699
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;031000;SOLIDOS EN SUSPENSION;(null);441722,565
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;020129;ARSÉNICO Y SUS COMPUESTOS;17;21,612
2008;A20021507;HIJOS DE JUAN DE GARAY,S.A.;2000000113;HIJOS DE JUAN DE GARAY, S.A.;Oñati;Agua;020112;HIERRO;(null);0,397
2008;A20021507;HIJOS DE JUAN DE GARAY,S.A.;2000000113;HIJOS DE JUAN DE GARAY, S.A.;Oñati;Agua;020128;COBRE Y SUS COMPUESTOS;20;0,11
2008;A20595955;VICTORIO LUZURIAGA-USURBIL;2000000118;VICTORIO LUZURIAGA-USURBIL;Usurbil;Agua;030800;DBO5;(null);362,3875
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;020127;CROMO Y SUS COMPUESTOS;19;4,10099
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;66,145
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;022200;FÓSFORO TOTAL;13;2447,365
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;020132;ZINC Y SUS COMPUESTOS;24;2,050495
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;022300;CARBONO ORGÁNICO TOTAL (TOC);76;79374
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;7,077515
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Agua;011002;NAFTALENO;68;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;010100;COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO;40;74,8782
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;020132;ZINC Y SUS COMPUESTOS;24;14,294924
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;011003;FLUORANTENO;88;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Agua;010109;TRICLOROETILENO;57;4492,6904
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;020132;ZINC Y SUS COMPUESTOS;24;0,35
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;030700;DQO;(null);945,98
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;030800;DBO5;(null);280,2
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Agua;021100;CLORUROS;79;4891,1
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;2000000133;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A (OÑATI);Oñati;Agua;031000;SOLIDOS EN SUSPENSION;(null);7,376
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;022400;ACEITES Y GRASAS;(null);948,61
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Agua;031000;SOLIDOS EN SUSPENSION;(null);6232,15
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0,95
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;Agua;020130;NÍQUEL Y SUS COMPUESTOS;22;40,191066
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;020127;CROMO Y SUS COMPUESTOS;19;0
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Agua;022100;NITRÓGENO TOTAL;12;8,498
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;020103;ARSENICO;(null);0
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;011003;FLUORANTENO;88;0
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Agua;011008;BENZO(g, h, i)PERILENO (COMO PAH);(null);0
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;030700;DQO;(null);4189,568
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;022200;FÓSFORO TOTAL;13;1,908
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;021100;CLORUROS;79;327,811
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;Agua;020112;HIERRO;(null);4,262
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;021200;FENOLES;71;366,33
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;022400;ACEITES Y GRASAS;(null);1401,06
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;031000;SOLIDOS EN SUSPENSION;(null);5305,71
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;021900;CARBONATOS;(null);7620,03
2008;A48060057;CESPA CONTEN;4800001223;VERTEDERO DE ZALLA;Zalla;Agua;010400;MERCURIO Y SUS COMPUESTOS;21;0,1283
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010802;ETILBENCENO (COMO BTEX);65;0,2060874
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;011002;NAFTALENO;68;0,00686958
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010116;CLORDECONA;29;0,00457972
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010201;CLORPIRIFOS;32;0,000572465
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010123;PENTACLOROBENCENO;48;0
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;011202;ISOPROTURON;67;0,001717395
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;020801;FTALATO DE BIS (2-ETILHEXILO) (DEHP);70;0,0028623
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010900;DIFENILÉTER BROMADO;63;0,0017174
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010500;CADMIO Y SUS COMPUESTOS;18;1,14493
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;020127;CROMO Y SUS COMPUESTOS;19;1,14493
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;022100;NITRÓGENO TOTAL;12;13693,3628
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010108;1,2-DICLOROETANO (DCE);34;0,0228986
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000018160;VERTEDERO DE AIZMENDI;Donostia-San Sebastián;Agua;010105;CLOROFORMO;58;0,01145
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;Agua;030700;DQO;(null);0
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;Agua;031000;SOLIDOS EN SUSPENSION;(null);0
2008;F20025292;FAGOR EDERLAN;2000019815;MARKULETEKO BURDINA GALDATEGIA;Arrasate/Mondragón;Agua;022100;NITRÓGENO TOTAL;12;0
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;021200;FENOLES;71;0,013
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;021400;NITRATOS;(null);0
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;021802;NITRITOS;(null);0
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Agua;010803;TOLUENO (COMO BTEX);73;0,003083
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;021801;AMONIACO;(null);379,909
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Agua;020118;SELENIO;(null);0
2008;A48147144;ALDETU;4800000077;ALDETU S.A;Lemoa;Agua;020125;SODIO;(null);129,11
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;020132;ZINC Y SUS COMPUESTOS;24;9,662
2008;A48212567;GARBIKER A.B. (S.A.);4800001091;GARBIKER-BERRIZ;Berriz;Agua;020126;POTASIO;(null);1079
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;021000;CIANUROS;82;0
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;020132;ZINC Y SUS COMPUESTOS;24;3,16
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;031000;SOLIDOS EN SUSPENSION;(null);10666,21
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Agua;011000;HIDROCARBUROS AROMÁTICOS POLÍCICLICOS (PAH);72;0
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Agua;030700;DQO;(null);864925,63
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Agua;021000;CIANUROS;82;0
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Agua;021100;CLORUROS;79;12672
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Agua;022100;NITRÓGENO TOTAL;12;432
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,07488
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;020131;PLOMO Y SUS COMPUESTOS;23;0,354984
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Agua;020124;CALCIO;(null);1058,966775
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Agua;030700;DQO;(null);16272,73
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;Agua;020125;SODIO;(null);58858,24
2008;B48969877;BAHIA DE BIZKAIA ELECTRICIDAD;4800001434;BAHIA DE BIZKAIA ELECTRICIDAD;Zierbena;Agua;020112;HIERRO;(null);7105,08
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;010500;CADMIO Y SUS COMPUESTOS;18;0
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;010900;DIFENILÉTER BROMADO;63;0
2008;B95510046;ILARDUYA PRODUCTOS DE FUNDICION, S.L.U.;4800001443;ILARDUYA;Amorebieta-Etxano;Agua;030800;DBO5;(null);34,8335
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Agua;021300;FLUORUROS;83;3,102
