Contaminantes al AIRE de las e-DMAs E-PRTR ejercicio 2008 (Sumatorio cantidad por Contaminante);;;;;;;;;;
Ejercicio;NIF;Razón Social;NIMA;Denominación;Municipio;Tipo;Contaminante;Descripción;Cod PRTR;Cantidad KG/Año
2008;B48483465;ELMET;4800002865;ELMET;Berango;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;1158
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Aire;040157;PCB;50;0,0000093
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Aire;040209;DI(2-ETILHEXIL)-FTALATO (DIOCTILFTALATO);70;38,737
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;Aire;050302;BENCENO;62;789,4
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);114920,24
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;4,8719
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;020307;MANGANESO Y SUS COMPUESTOS;(null);24,7682
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;2480,86
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;030403;MONOXIDO DE CARBONO;2;1313117,14
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;040209;DI(2-ETILHEXIL)-FTALATO (DIOCTILFTALATO);70;0
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;2000004647;CEMENTOS REZOLA AÑORGA;Donostia-San Sebastián;Aire;050302;BENCENO;62;372,65
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;040405;PENTACLOROFENOL (PCP);49;0
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;070101;PFCs (PERFLUOROCARBUROS);9;0
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;040157;PCB;50;0
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;Aire;080000;PARTÍCULAS SÓLIDAS;(null);182
2008;B20021960;GRUPO AMCOR FLEXIBLES HISPANIA;2000018813;GRUPO AMCOR FLEXIBLES HISPANIA, S.L;Lezo;Aire;070105;METANO;1;34,66
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;0
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Aire;030401;OXIDOS DE AZUFRE;11;567
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Aire;030402;OXIDOS DE NITROGENO;8;7588
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Aire;040302;ALCOHOLES ALQUILICOS (ETANOL,METANOL,...);(null);0
2008;B01415694;BIONOR BERANTEVILLA;0100012609;Bionor Berantevilla;Berantevilla;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;1885
2008;A01000249;LASCARAY;0100000202;LASCARAY;Vitoria-Gasteiz;Aire;030403;MONOXIDO DE CARBONO;2;1572
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);55,39
2008;A01038025;ELECTROCROMO;0100008824;ELECTROCROMO;Vitoria-Gasteiz;Aire;070105;METANO;1;0
2008;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;Aire;030404;DIOXIDO DE CARBONO;3;848947
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;Aire;030403;MONOXIDO DE CARBONO;2;167
2008;A20001020;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;2000000096;CAF-BEASAIN;Beasain;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;A20003570;MICHELIN ESPAÑA PORTUGAL;2000004416;MICHELIN ESPAÑA  PORTUGAL, S.A. - FABRICA DE LASARTE;Lasarte-Oria;Aire;030401;OXIDOS DE AZUFRE;11;632
2008;A20003570;MICHELIN ESPAÑA PORTUGAL;2000004416;MICHELIN ESPAÑA  PORTUGAL, S.A. - FABRICA DE LASARTE;Lasarte-Oria;Aire;030404;DIOXIDO DE CARBONO;3;5432616
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;8121,3
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;070102;OXIDO NITROSO (N2O);5;601,26
2008;B01123595;AVICOLA ARBARAITZ;0100001582;AVICOLA ARBARAITZ S.L.;Asparrena;Aire;070105;METANO;1;7889,59
2008;A20021507;HIJOS DE JUAN DE GARAY,S.A.;2000000113;HIJOS DE JUAN DE GARAY, S.A.;Oñati;Aire;030401;OXIDOS DE AZUFRE;11;4425
2008;A20021507;HIJOS DE JUAN DE GARAY,S.A.;2000000113;HIJOS DE JUAN DE GARAY, S.A.;Oñati;Aire;030403;MONOXIDO DE CARBONO;2;88268,08
2008;A20021507;HIJOS DE JUAN DE GARAY,S.A.;2000000113;HIJOS DE JUAN DE GARAY, S.A.;Oñati;Aire;070105;METANO;1;258,1
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;030404;DIOXIDO DE CARBONO;3;124476000
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;040134;1,1-2,2-TETRACLOROETANO;56;0
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;070105;METANO;1;0
2008;A20595955;VICTORIO LUZURIAGA-USURBIL;2000000118;VICTORIO LUZURIAGA-USURBIL;Usurbil;Aire;040143;COMPUESTOS ORGANICOS VOLATILES;(null);11189
2008;A20595955;VICTORIO LUZURIAGA-USURBIL;2000000118;VICTORIO LUZURIAGA-USURBIL;Usurbil;Aire;030207;AMONIACO;6;0
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Aire;030401;OXIDOS DE AZUFRE;11;6491
2008;A20003224;PAPELERA DEL ORIA;2000000119;PAPELERA DEL ORIA;Zizurkil;Aire;030404;DIOXIDO DE CARBONO;3;42636719,97
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;0
2008;A20017919;PAPELERA DE AMAROZ;2000000126;PAPELERA DE AMAROZ, S.A.;Tolosa;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Aire;040309;DICLOROMETANO (DICLORURO DE METILENO) DCM;35;0
2008;A20664785;TALLERES DE ESCORIAZA;2000000128;TESA ESCORIAZA;Eskoriatza;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;2000000133;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A (OÑATI);Oñati;Aire;080000;PARTÍCULAS SÓLIDAS;(null);383,8
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;2000000133;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A (OÑATI);Oñati;Aire;030402;OXIDOS DE NITROGENO;8;1969
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Aire;030404;DIOXIDO DE CARBONO;3;8596630
2008;A20394029;ALGODONERA DE SAN ANTONIO INDUSTRIAL;2000000152;Algodonera de San Antonio Industrial;Bergara;Aire;070105;METANO;1;214,9
2008;B20879680;CORRUGADOS AZPEITIA;2000000168;CORRUGADOS AZPEITIA;Azpeitia;Aire;020312;ZINC Y SUS COMPUESTOS;24;4730,04
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;Aire;030402;OXIDOS DE NITROGENO;8;79,1
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Aire;030403;MONOXIDO DE CARBONO;2;256,2
2008;B48011670;DOW CHEMICAL IBERICA;4800000005;DOW CHEMICAL IBERICA , SL;Leioa;Aire;030404;DIOXIDO DE CARBONO;3;1824494
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,9
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;020302;PLOMO Y SUS COMPUESTOS;23;1,4
2008;B48934038;BEFESA ALUMINIO BILBAO;4800000020;BEFESA ALUMINIO BILBAO;Erandio;Aire;030404;DIOXIDO DE CARBONO;3;13245837,6
2008;A48147144;ALDETU;4800000077;ALDETU S.A;Lemoa;Aire;070105;METANO;1;1,5
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Aire;030402;OXIDOS DE NITROGENO;8;507781,3
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Aire;030401;OXIDOS DE AZUFRE;11;709,62
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Aire;070105;METANO;1;14114,2
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;Aire;070102;OXIDO NITROSO (N2O);5;7088,84
2008;A48004360;FAES FARMA;4800001449;FAES FARMA;Leioa;Aire;030403;MONOXIDO DE CARBONO;2;1167
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Aire;030403;MONOXIDO DE CARBONO;2;1568,96
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;Aire;080000;PARTÍCULAS SÓLIDAS;(null);122
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;070103;HFCs (HIDROFLUORCARBONADOS);4;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;050306;OXIDO DE ETILENO;66;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;040402;TETRACLOROMETANO (TCM);53;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;040232;1,1,1-TRICLOROETANO (METILCLOROFORMO) TCE;55;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;020201;ARSENICO Y SUS COMPUESTOS;17;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;020303;CROMO Y SUS COMPUESTOS;19;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;0
2008;A48435309;BILBAINA DE ALQUITRANES;4800001521;BILBAINA ALQUITRANES;Barakaldo;Aire;070108;HALONES;16;0
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;080000;PARTÍCULAS SÓLIDAS;(null);1820
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;030208;FLUOR Y COMPUESTOS INORGÁNICOS (HF);84;0
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;030404;DIOXIDO DE CARBONO;3;6304653,2
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;030402;OXIDOS DE NITROGENO;8;7005,2
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;Aire;070105;METANO;1;158,2
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020302;PLOMO Y SUS COMPUESTOS;23;17,265039
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;020204;SELENIO Y SUS COMPUESTOS;(null);70,482039
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;39573,26
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;155,065
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;020303;CROMO Y SUS COMPUESTOS;19;356,968
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;030401;OXIDOS DE AZUFRE;11;19299,094
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;Aire;050107;PCDD + PCDF (DIOXINAS + FURANOS);47;0
2008;B48008320;METALES IBERICA ARANZADI;4800001525;MISA;Leioa;Aire;070105;METANO;1;16,3
2008;B48008320;METALES IBERICA ARANZADI;4800001525;MISA;Leioa;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;54,2
2008;A48018170;JESUS OÑATE Y HERMANOS;4800001557;JESUS OÑATE Y HERMANOS, S.A;Durango;Aire;030404;DIOXIDO DE CARBONO;3;1209168,063
2008;A48018170;JESUS OÑATE Y HERMANOS;4800001557;JESUS OÑATE Y HERMANOS, S.A;Durango;Aire;070105;METANO;1;30,338
2008;A48018170;JESUS OÑATE Y HERMANOS;4800001557;JESUS OÑATE Y HERMANOS, S.A;Durango;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;28,784
2008;A48064521;FUNDICIONES GARBI;4800001566;FUNDICIONES GARBI;Abadiño;Aire;040404;NMVOC (COMPUESTOS ORGÁNICOS VOLÁTILES NO METÁNICOS);7;6723,659
2008;A48064521;FUNDICIONES GARBI;4800001566;FUNDICIONES GARBI;Abadiño;Aire;050302;BENCENO;62;855
2008;A20461398;OÑEDER;2000004631;OÑEDER, S.A.;Azkoitia;Aire;080000;PARTÍCULAS SÓLIDAS;(null);66
2008;F48010177;SEBERIA BILBAINA;4800001570;SEBERIA BILBAINA, S.COOP.;Barakaldo;Aire;030207;AMONIACO;6;0
2008;A48280192;BETSAIDE;4800001579;BETSAIDE;Elorrio;Aire;020101;CADMIO Y SUS COMPUESTOS;18;16,138
2008;A48280192;BETSAIDE;4800001579;BETSAIDE;Elorrio;Aire;050106;HIDROCARBUROS AROMÁTICOS POLICÍCLICOS (PAH);72;678,1609
2008;A48280192;BETSAIDE;4800001579;BETSAIDE;Elorrio;Aire;030207;AMONIACO;6;180,8771
2008;A20034567;CINTAS ADHESIVAS UBIS;2000000716;CINTAS ADHESIVAS UBIS, S.A;Hernani;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;F20048351;EDERFIL;2000000943;EDERFIL, S.COOP.;Legorreta;Aire;030404;DIOXIDO DE CARBONO;3;1047415,74
2008;A01038074;EKONOR;2000001048;EKONOR-PLANTA DE ADUNA;Aduna;Aire;030402;OXIDOS DE NITROGENO;8;1,89
2008;B01292903;SIDENOR INDUSTRIAL;2000004628;GERDAU SIDENOR LEGAZPI;Legazpi;Aire;030402;OXIDOS DE NITROGENO;8;38352,47
2008;B20032330;OBE HETTICH;2000004738;OBE Hettich, S.L. en Comandita;Aizarnazabal;Aire;070105;METANO;1;0,7796
2008;F20025292;FAGOR EDERLAN;2000004904;BEHE PRESIOKO ALUMINIO-MEKANIZAZIOA 2;Arrasate/Mondragón;Aire;080000;PARTÍCULAS SÓLIDAS;(null);34
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004894;PLANTA SAN ANDRES;Arrasate/Mondragón;Aire;070102;OXIDO NITROSO (N2O);5;3,3
2008;F20025292;FAGOR EDERLAN;2000004901;ESKORIATZAKO ALUMINIO INJEKZIOA- POWER TRAIN;Eskoriatza;Aire;030404;DIOXIDO DE CARBONO;3;4497212,8
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;640
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;Aire;020303;CROMO Y SUS COMPUESTOS;19;8,04332
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;Aire;040228;TETRACLOROETILENO (PERCLOROETILENO);52;0
2008;A95075586;IBERDROLA GENERACION, S.A.U.;2000004679;IBERDROLA GENERACIÓN C. T. PASAJES;Pasaia;Aire;070105;METANO;1;3895
2008;A95075586;IBERDROLA GENERACION, S.A.U.;2000004679;IBERDROLA GENERACIÓN C. T. PASAJES;Pasaia;Aire;020101;CADMIO Y SUS COMPUESTOS;18;2
2008;A95075586;IBERDROLA GENERACION, S.A.U.;2000004679;IBERDROLA GENERACIÓN C. T. PASAJES;Pasaia;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;58893
2008;A01001296;GAMARRA, S.A.;0100000221;GAMARRA S.A.;Vitoria-Gasteiz;Aire;020101;CADMIO Y SUS COMPUESTOS;18;0,151306
2008;A01001296;GAMARRA, S.A.;0100000221;GAMARRA S.A.;Vitoria-Gasteiz;Aire;020303;CROMO Y SUS COMPUESTOS;19;0,69597
2008;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;Aire;030403;MONOXIDO DE CARBONO;2;1
2008;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;Aire;070102;OXIDO NITROSO (N2O);5;1
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;Aire;030404;DIOXIDO DE CARBONO;3;37142406,7
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;030402;OXIDOS DE NITROGENO;8;17031,2
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A01140227;TUBACEX TUBOS INOXIDABLES;0100000158;TTI. LLODIO, S.A.;Laudio/Llodio;Aire;040405;PENTACLOROFENOL (PCP);49;0
2008;B01374925;SK2024 AERONAUTICA;0100000172;SK2024 AERONÁUTICA;Vitoria-Gasteiz;Aire;030402;OXIDOS DE NITROGENO;8;276,35
2008;B01333574;GUARDIAN LLODIO UNO;0100000200;GUARDIAN LLODIO UNO, S.L.;Laudio/Llodio;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;7,81
2008;B01333574;GUARDIAN LLODIO UNO;0100000200;GUARDIAN LLODIO UNO, S.L.;Laudio/Llodio;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;040112;1,2-DICLOROETANO (DCE);34;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;030209;CLORO Y COMPUESTOS INORGÁNICOS (HCL);80;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;020303;CROMO Y SUS COMPUESTOS;19;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;070101;PFCs (PERFLUOROCARBUROS);9;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;040402;TETRACLOROMETANO (TCM);53;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;040233;TRICLOROETILENO (TRI);57;0
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;030404;DIOXIDO DE CARBONO;3;158,1
2008;F20026944;IRIZAR;2000004907;IRIZAR, S.COOP.;Ormaiztegi;Aire;030401;OXIDOS DE AZUFRE;11;0
2008;B01218932;CELSA ATLANTIC;0100000240;LAMINACIONES ARREGUI, S.L.;Vitoria-Gasteiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;4126,9702
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040134;1,1-2,2-TETRACLOROETANO;56;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040239;ANTRACENO;61;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040403;HEXACLOROBENCENO (HCB);42;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;030402;OXIDOS DE NITROGENO;8;2565
2008;A01001908;GENERAL QUIMICA;0100000281;GENERAL QUIMICA S.A.;Lantarón;Aire;040143;COMPUESTOS ORGANICOS VOLATILES;(null);28380,59
2008;A01001296;GAMARRA, S.A.;0100000221;GAMARRA S.A.;Vitoria-Gasteiz;Aire;030207;AMONIACO;6;0,8643
2008;A01394261;AIALA VIDRIO;0100000320;AIALA VIDRIO, S.A.;Laudio/Llodio;Aire;020103;TALIO;(null);8
2008;A01129303;CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A.;0100000340;CEGASA;Vitoria-Gasteiz;Aire;030402;OXIDOS DE NITROGENO;8;4342
2008;A01156942;CONDESA FABRIL, S.A.;0100000394;CONDESA FABRIL, S.A.;Legutiano;Aire;030404;DIOXIDO DE CARBONO;3;1603828,6
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;030402;OXIDOS DE NITROGENO;8;1113,07
2008;A01006055;GALVANIZADOS ALAVESES CABA;0100000407;GALVANIZADOS ALAVESES CABA, S.A.;Vitoria-Gasteiz;Aire;030404;DIOXIDO DE CARBONO;3;1001760
2008;A01006568;OFITA INTERIORES S.A.;0100000418;OFITA INTERIORES S.A.;Vitoria-Gasteiz;Aire;080000;PARTÍCULAS SÓLIDAS;(null);236,8
2008;A01006568;OFITA INTERIORES S.A.;0100000418;OFITA INTERIORES S.A.;Vitoria-Gasteiz;Aire;070105;METANO;1;15,92
2008;A01006568;OFITA INTERIORES S.A.;0100000418;OFITA INTERIORES S.A.;Vitoria-Gasteiz;Aire;070102;OXIDO NITROSO (N2O);5;11,37
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;030401;OXIDOS DE AZUFRE;11;2902
2008;A01007764;FUNDICIONES INYECTADAS ALAVESAS S.A. (FIASA);0100000471;Fundiciones Inyectadas Alavesas S.A. (FIASA);Iruña Oka/Iruña de Oca;Aire;010000;PARTICULAS SOLIDAS INERTES;(null);747,05
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;030404;DIOXIDO DE CARBONO;3;842689,4
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;030207;AMONIACO;6;1,85
2008;A01141886;CASTINOX;0100000515;CASTINOX S.A;Amurrio;Aire;030402;OXIDOS DE NITROGENO;8;1614,5
2008;A48045900;DEGUISA;0100000543;DEGUISA, S.A;Amurrio;Aire;030402;OXIDOS DE NITROGENO;8;307027,04
2008;B61373718;PEMCO ESMALTES;0100000288;PEMCO ESMALTES (ANTIGUO EN OLARIZU, S/N);Vitoria-Gasteiz;Aire;020203;NIQUEL Y SUS COMPUESTOS;22;0,05
2008;A48032734;INDUSTRIAS GALYCAS;0100000311;INDUSTRIAS GALYCAS, S.A.;Vitoria-Gasteiz;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;0,4
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;030401;OXIDOS DE AZUFRE;11;413
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;020102;MERCURIO Y SUS COMPUESTOS;21;0
2008;A01012228;EVONIK SILQUIMICA;0100000575;EVONIK SILQUIMICA;Lantarón;Aire;040228;TETRACLOROETILENO (PERCLOROETILENO);52;0
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Aire;030402;OXIDOS DE NITROGENO;8;2273,8
2008;B95543625;MUGAPE;4800002739;MUGAPE S.L;Mallabia;Aire;060101;PM10 (PARTÍCULAS SUSPENDIDAS FRACCIÓN RESPIRABLE);86;3,4
